crime , criminal/case_1.txt
violence , criminal/case_1.txt
not , criminal/case_1.txt
challenge , criminal/case_1.txt
ordinary , criminal/case_1.txt
limited , criminal/case_1.txt
difficult , criminal/case_1.txt
scrutiny , criminal/case_1.txt
least , criminal/case_1.txt
unclear , criminal/case_1.txt
obvious , criminal/case_1.txt
no , criminal/case_1.txt
error , criminal/case_1.txt
void , criminal/case_1.txt
nothing , criminal/case_1.txt
conflict , criminal/case_1.txt
standard , criminal/case_1.txt
unlike , criminal/case_1.txt
whatever , criminal/case_1.txt
leave , criminal/case_1.txt
guilty , criminal/case_1.txt
avoid , criminal/case_1.txt
false , criminal/case_1.txt
abuse , criminal/case_1.txt
flaw , criminal/case_1.txt
mean , criminal/case_1.txt
limitation , criminal/case_1.txt
terrorism , criminal/case_1.txt
shapeless , criminal/case_1.txt
below , criminal/case_1.txt
expect , criminal/case_1.txt
out , criminal/case_1.txt
unacceptable , criminal/case_1.txt
downward , criminal/case_1.txt
bottom , criminal/case_1.txt
problem , criminal/case_1.txt
aggravate , criminal/case_1.txt
failing , criminal/case_1.txt
grave , criminal/case_1.txt
occasion , criminal/case_1.txt
inconsistent , criminal/case_1.txt
problematic , criminal/case_1.txt
flip , criminal/case_1.txt
unrelated , criminal/case_2.txt
meaningless , criminal/case_2.txt
guilt , criminal/case_2.txt
irreconcilable , criminal/case_2.txt
controversy , criminal/case_2.txt
egregiously , criminal/case_2.txt
upset , criminal/case_2.txt
loss , criminal/case_2.txt
unknowable , criminal/case_2.txt
contradictory , criminal/case_2.txt
irrational , criminal/case_2.txt
liability , criminal/case_2.txt
repeat , criminal/case_2.txt
murder , criminal/case_2.txt
ineffective , criminal/case_3.txt
hurt , criminal/case_3.txt
violent , criminal/case_3.txt
disturbing , criminal/case_3.txt
inappropriate , criminal/case_3.txt
die , criminal/case_3.txt
shooting , criminal/case_3.txt
gang , criminal/case_3.txt
sad , criminal/case_3.txt
jealousy , criminal/case_3.txt
unsuccessfully , criminal/case_3.txt
refusal , criminal/case_3.txt
repugnant , criminal/case_3.txt
horrific , criminal/case_3.txt
flatly , criminal/case_3.txt
irrelevant , criminal/case_3.txt
bizarre , criminal/case_3.txt
terrible , criminal/case_3.txt
strain , criminal/case_3.txt
list , criminal/case_3.txt
off , criminal/case_3.txt
obstacle , criminal/case_3.txt
wrong , criminal/case_3.txt
criticism , criminal/case_3.txt
misguided , criminal/case_3.txt
irony , criminal/case_3.txt
neglect , criminal/case_3.txt
overwhelming , criminal/case_3.txt
cruel , criminal/case_3.txt
offensive , criminal/case_3.txt
victim , criminal/case_3.txt
conceivable , criminal/case_3.txt
futile , criminal/case_3.txt
misdemeanor , criminal/case_4.txt
assault , criminal/case_4.txt
evil , criminal/case_4.txt
worse , criminal/case_4.txt
skip , criminal/case_4.txt
unsuccessful , criminal/case_4.txt
confine , criminal/case_4.txt
purported , criminal/case_4.txt
uncertain , criminal/case_4.txt
complaint , criminal/case_4.txt
incoherence , criminal/case_4.txt
vacuous , criminal/case_4.txt
illogical , criminal/case_5.txt
evade , criminal/case_5.txt
damage , criminal/case_5.txt
confuse , criminal/case_5.txt
unfortunately , criminal/case_5.txt
murky , criminal/case_5.txt
typical , criminal/case_6.txt
rival , criminal/case_6.txt
road , criminal/case_6.txt
overstate , criminal/case_6.txt
negligible , criminal/case_6.txt
poor , criminal/case_6.txt
miss , criminal/case_6.txt
bias , criminal/case_6.txt
explicit , criminal/case_7.txt
scatter , criminal/case_8.txt
nervous , criminal/case_8.txt
evasive , criminal/case_8.txt
implausible , criminal/case_8.txt
isolation , criminal/case_8.txt
empty , criminal/case_8.txt
incompetent , criminal/case_8.txt
incapable , criminal/case_8.txt
detriment , criminal/case_8.txt
generic , criminal/case_9.txt
older , criminal/case_9.txt
redundancy , criminal/case_9.txt
uncomfortable , criminal/case_10.txt
difficulty , criminal/case_10.txt
weak , criminal/case_11.txt
forget , criminal/case_11.txt
improbable , criminal/case_11.txt
worry , criminal/case_11.txt
inadequate , criminal/case_11.txt
unable , criminal/case_11.txt
warn , criminal/case_11.txt
inconceivable , criminal/case_11.txt
illness , criminal/case_12.txt
speech , criminal/case_12.txt
aged , criminal/case_12.txt
racist , criminal/case_13.txt
vile , criminal/case_13.txt
inhuman , criminal/case_13.txt
trouble , criminal/case_13.txt
inconsequential , criminal/case_13.txt
inexcusable , criminal/case_13.txt
falter , criminal/case_13.txt
useless , criminal/case_13.txt
unwary , criminal/case_14.txt
rank , criminal/case_14.txt
negative , criminal/case_15.txt
detention , criminal/case_15.txt
fabricate , criminal/case_15.txt
accident , criminal/case_15.txt
ridiculous , criminal/case_15.txt
secondary , criminal/case_15.txt
corrupt , criminal/case_16.txt
redundant , criminal/case_16.txt
struggle , criminal/case_16.txt
unconvincing , criminal/case_16.txt
destruction , criminal/case_16.txt
discard , criminal/case_16.txt
waste , criminal/case_16.txt
abused , criminal/case_16.txt
grossly , criminal/case_17.txt
fake , criminal/case_17.txt
psychotic , criminal/case_17.txt
dysfunction , criminal/case_17.txt
nasty , criminal/case_17.txt
arduous , criminal/case_17.txt
atrocious , criminal/case_17.txt
questionable , criminal/case_17.txt
undercut , criminal/case_18.txt
suffering , criminal/case_18.txt
slow , criminal/case_18.txt
trash , criminal/case_18.txt
imperfect , criminal/case_18.txt
flat , criminal/case_18.txt
unsurprising , criminal/case_18.txt
saddle , criminal/case_19.txt
harsh , criminal/case_19.txt
alarming , criminal/case_20.txt
politics , criminal/case_20.txt
war , criminal/case_20.txt
drama , criminal/case_20.txt
undisciplined , criminal/case_20.txt
exploitation , criminal/case_20.txt
loose , criminal/case_20.txt
autistic , criminal/case_20.txt
sadly , criminal/case_20.txt
annoy , criminal/case_21.txt
embarrass , criminal/case_21.txt
indifferent , criminal/case_21.txt
devastate , criminal/case_21.txt
sleep , criminal/case_21.txt
irresponsible , criminal/case_21.txt
ruin , criminal/case_21.txt
reluctant , criminal/case_21.txt
angry , criminal/case_21.txt
regret , criminal/case_21.txt
fight , criminal/case_21.txt
hopeless , criminal/case_23.txt
cancer , criminal/case_23.txt
incessantly , criminal/case_23.txt
cheat , criminal/case_26.txt
ignorant , criminal/case_26.txt
distant , criminal/case_27.txt
noisy , criminal/case_27.txt
discord , criminal/case_28.txt
shortcoming , criminal/case_29.txt
rigid , criminal/case_29.txt
terrorist , criminal/case_30.txt
restrictive , criminal/case_30.txt
inadvertent , criminal/case_30.txt
twist , criminal/case_30.txt
distract , criminal/case_30.txt
indifference , criminal/case_30.txt
chill , criminal/case_30.txt
wartime , criminal/case_30.txt
cold , criminal/case_30.txt
dispassionate , criminal/case_30.txt
